date,variant_01,variant_02,variant_03,variant_04,variant_05,variant_06,variant_07,variant_08,variant_09,variant_10,variant_11,variant_12,variant_13,variant_14,variant_15,variant_16,variant_17,variant_18,variant_19,variant_20,variant_21,variant_22,variant_23,variant_24
2024-05-17,-0.017949,-0.005775,0.003086,-0.014251,0.006127,-0.000827,-0.018763,0.009312,-0.002106,0.018686,0.012258,0.001734,0.004842,0.007915,0.006489,0.006833,0.009436,-0.008659,0.001743,0.002987,0.019425,0.009256,0.019029,-0.013005
2024-05-20,-0.020285,-0.00272,0.004264,-0.001952,-0.005952,0.008371,-0.009579,0.006684,0.001894,-0.010401,0.001871,-0.015318,-0.022171,0.00633,0.020895,-0.026204,0.000282,-0.009721,-0.004014,-0.007318,0.013645,-0.022323,-0.012931,0.001226
2024-05-21,-0.00275,0.013586,-0.004935,-0.011712,0.026091,0.011769,-0.000588,0.015903,-0.005064,-0.008388,-0.010976,0.007308,0.002807,0.007264,0.017106,0.00513,0.017898,-0.015348,-0.006012,0.008765,-0.00328,0.003909,-0.013383,0.007755
2024-05-22,0.01205,-0.006765,-0.014562,-0.004412,-0.01594,0.019673,-0.008145,-0.014395,-0.004801,-0.006795,0.010769,-0.017362,0.003273,0.001541,-0.009604,-0.000853,0.007247,0.005749,-0.01,0.00382,0.003674,0.01247,0.009691,-0.016529
2024-05-23,0.005229,0.006237,0.003235,-0.002498,0.001353,0.002329,-0.000398,0.014111,-0.000215,0.012974,0.006364,0.001752,0.008832,-0.003727,0.002199,-0.013213,-0.004468,0.006028,0.004277,-0.003961,-0.003243,0.004306,0.022538,0.00069
2024-05-24,0.004761,0.002968,-0.002482,0.007182,0.001871,0.02055,0.010226,0.000995,-0.005097,0.020188,-0.023226,0.017895,-0.005753,0.013403,-0.003867,-0.021018,-0.013745,0.006781,-0.013457,0.00852,-0.006317,-0.013761,-0.007735,0.001342
2024-05-27,-0.00395,0.008573,-0.008518,-0.023097,0.022471,-0.010689,-0.011386,-0.009327,-0.003522,0.00172,0.001643,-0.026534,0.0139,-0.002908,-0.003402,-0.013022,-0.01724,0.010296,-0.005456,-0.017889,0.005738,0.001972,0.001822,-0.013934
2024-05-28,-0.004122,0.00045,0.003931,-0.021651,0.002927,0.01762,-0.01484,-0.001532,-0.002099,-0.011505,-0.014552,0.00854,-0.009513,0.00804,-0.006243,0.028552,-0.004319,-0.008944,-0.006975,0.011087,0.011708,0.017557,0.010241,-0.01043
2024-05-29,0.017936,0.001794,-0.017373,0.017009,0.00311,-0.001818,0.002666,0.016208,0.004551,-5.7e-05,0.025868,-0.000899,0.013298,0.008466,0.01679,0.00574,0.010463,0.010016,0.016837,-0.006351,0.008537,0.010412,-0.01036,0.000514
2024-05-30,0.009808,0.004563,0.00405,0.015561,-0.004426,-0.008458,0.01045,-0.000307,-0.01833,-0.013004,-0.001646,0.002943,0.01542,-0.002,-0.004202,0.000364,-0.008691,0.009603,0.000604,0.003925,0.018306,0.001827,0.000993,-8e-05
2024-05-31,-0.012897,0.007856,0.005225,-0.017063,-0.001618,-0.026247,0.014081,0.008832,0.002248,0.00146,-0.003523,-0.013982,0.010493,-0.003401,-0.01243,0.007712,-0.003347,-0.000686,-0.003203,0.023646,0.002865,0.003552,-0.01631,0.010384
2024-06-03,-0.009812,-0.00743,-8.4e-05,0.006502,-0.003283,0.000509,-0.012434,0.014779,-0.01679,0.00836,0.010883,-0.001514,0.00377,0.00088,0.006572,-0.010161,-0.005904,0.003682,-0.002898,-0.012984,-0.01616,-0.00941,0.007221,0.013865
2024-06-04,0.016716,-0.005952,0.008446,0.002616,0.003773,0.010574,-0.000842,-0.015786,0.008491,-0.011596,0.020459,0.006684,-0.014181,0.019635,0.008534,0.005533,-0.007427,0.000361,-0.002632,0.008066,-0.018569,-0.002413,-0.011534,-0.011232
2024-06-05,0.004475,-0.016783,-0.009196,-0.006425,0.00586,-0.012684,0.016831,-0.002515,-0.003046,0.001077,-0.021929,0.0097,0.000686,-0.006406,-0.006434,-0.020294,0.002603,-0.007525,-0.007154,0.012431,-0.005675,-0.01415,0.012978,0.01175
2024-06-06,-0.013832,0.006981,0.005091,0.001749,0.008292,0.009911,-0.015744,-0.005693,-0.016465,0.000124,-0.006567,-0.003018,0.001876,0.002558,-0.001445,0.001995,0.009389,0.00173,0.001313,-0.009921,0.023757,0.011536,0.007993,0.012612
2024-06-07,0.01683,-0.007074,0.007642,-0.00711,0.00691,0.005192,0.027415,-0.003864,0.019262,-0.009909,-0.003282,0.004976,0.003193,-0.012181,0.006132,-0.0058,-0.000917,0.003253,0.004746,-0.00275,-0.006274,-0.016035,0.02063,0.001317
2024-06-10,-0.007866,-0.022046,0.007172,-0.010567,0.01811,0.010944,-0.009184,0.003351,-0.008868,-0.001054,-0.005006,-0.008921,-0.010643,-0.000978,-0.00231,0.008539,-0.007338,0.007192,0.011808,0.011288,-0.006759,0.001534,0.001108,0.011158
2024-06-11,-0.007304,0.002669,0.003867,-0.014076,0.025878,-0.006615,0.012372,0.005824,0.00217,-0.01726,0.013774,0.00748,-0.002739,-0.005628,0.008142,0.002324,-0.005545,-0.015848,-0.01577,0.012693,-0.000389,0.008228,0.002302,-0.00687
2024-06-12,0.000838,0.007405,0.001965,0.022844,-0.00424,-0.011752,0.026597,0.006879,-0.006056,-0.002316,-0.004273,0.013787,-0.000895,-0.009013,-0.005043,0.016008,0.009763,0.000871,0.001196,0.00858,0.020732,0.016604,0.004094,0.002748
2024-06-13,0.017329,-0.00392,0.023332,-0.002272,0.004037,-0.004692,-0.010945,-0.006151,0.007546,0.009145,0.000637,0.000592,0.000839,-0.011472,0.022801,0.003555,-0.008449,-0.00911,-0.000595,-0.015347,0.011321,-0.009687,0.004756,-0.021605
2024-06-14,-0.003002,-0.010357,-0.008064,0.015341,0.007778,-0.010208,0.005438,0.003845,0.007725,-0.00945,0.008664,-0.002126,-0.003995,0.008479,0.015016,-0.000492,0.006377,-0.010644,-0.016942,0.005562,-0.006353,-0.010465,0.003816,-0.010246
2024-06-17,-0.015475,0.021844,-0.000347,-0.013405,-0.000907,0.0155,-0.0081,-0.009097,0.02068,-0.004771,-0.019857,0.008197,-0.008584,0.008102,-0.013903,-0.002744,0.020545,-0.014897,0.000271,0.009751,0.008708,0.004,0.004189,-0.000613
2024-06-18,0.009974,0.012388,-0.012872,0.005381,-0.017972,-0.014135,0.02546,-0.0065,-0.018099,-0.016948,-0.005477,0.002874,0.010858,-0.002559,0.010116,-0.008367,0.02402,-0.015136,0.002644,0.021855,-0.008069,0.008044,-0.006145,0.003278
2024-06-19,0.00821,-0.002275,0.005117,0.010707,-0.025039,0.003941,-0.016077,0.016192,0.002511,0.004151,-0.004262,0.014299,-0.000304,-0.015569,0.016303,0.004761,-0.024621,0.009355,-0.002891,0.009925,0.009549,0.008669,0.003575,-0.000955
2024-06-20,0.005414,-0.011069,0.012805,-0.0011,-0.008984,0.019172,0.001902,0.017962,0.003372,-0.004646,0.001056,0.001734,0.004381,0.000365,-0.012448,-0.014354,0.01931,0.00517,0.00925,0.007879,-0.005624,-0.004123,-0.011191,-0.016219
2024-06-21,-0.007943,-0.01101,0.010712,-0.007375,0.015882,0.001873,0.004107,0.01316,0.00524,-0.00598,0.019731,0.01059,0.01628,-0.013048,-0.005853,0.001949,0.016339,0.003217,0.013814,-0.004159,-0.00659,-0.006509,0.006644,-0.007737
2024-06-24,0.00875,-0.010512,-0.014089,-0.002426,-0.006619,0.005474,-0.00088,-0.013883,-0.001303,0.002013,0.026753,0.011166,0.038991,-0.022109,-0.002229,-0.005518,-0.00602,0.001306,-0.011467,-0.006603,0.011538,0.015667,-0.012633,0.00984
2024-06-25,0.013103,0.005537,0.004357,-0.001817,0.022292,-0.009447,-0.004907,0.011314,-0.006589,0.005071,-0.007786,-0.005353,0.006856,0.005171,0.006781,0.002356,-0.009712,-0.013841,-0.002678,-0.003387,-0.007005,-0.013019,-0.01508,0.005735
2024-06-26,0.000877,0.004606,0.010379,-1.9e-05,0.000225,-0.011344,-0.00462,-0.01281,0.021087,0.006115,0.004232,0.012968,0.01205,-0.024624,-0.022139,-0.001767,-0.012533,0.006498,-0.006988,-0.000608,-0.002484,0.001596,0.002478,0.008879
2024-06-27,0.000538,-0.01396,0.000619,0.004394,-0.006899,0.012948,0.014697,0.018608,0.000722,-0.009184,-0.019583,-0.007665,0.006084,-0.006037,-0.009648,-0.006732,0.005169,0.003394,0.003276,0.011684,-0.025457,0.012252,-0.003088,-0.000884
2024-06-28,-0.001235,0.002541,-0.015559,0.000892,-0.006011,0.004418,-0.01553,0.008052,-0.011606,0.00119,-0.004053,-0.007126,0.005081,0.009015,0.002029,-0.00059,0.006443,-0.009982,0.002958,0.001886,0.020585,0.007261,-0.016555,0.015257
2024-07-01,-0.00133,0.006393,-0.00024,-0.00192,-0.006936,-0.014237,0.003576,-0.00357,0.007678,-0.006287,-0.010465,0.002428,0.019285,-0.018434,0.013524,-0.000212,0.01694,-0.00752,-0.010191,0.0066,-0.003787,0.015737,0.007789,-0.017687
2024-07-02,-0.007777,-0.00313,0.015169,0.005555,0.017044,0.006598,-0.009614,-0.001677,-0.011471,0.012012,0.019346,0.017172,-0.004821,-0.000513,0.002487,-0.003508,-0.011719,0.010822,0.023874,0.009922,-0.014084,0.005373,0.006946,0.004207
2024-07-03,-0.011954,-0.014359,0.007794,-0.008196,0.010552,0.00505,-0.013652,-0.016422,0.013501,-0.017753,-0.033452,0.008517,0.00136,0.012155,0.005793,-0.007773,0.004815,0.013586,0.002613,-0.011926,0.014067,-0.008626,-0.000425,0.001849
2024-07-04,-0.009154,0.013632,0.012966,-0.000666,-0.01391,-0.016825,-0.012681,0.001072,-0.003407,0.011163,0.015859,-0.014969,0.010069,-0.007237,0.001091,-0.001994,-0.003272,0.006158,-0.00263,0.018208,-0.014305,0.020963,0.003864,-0.005576
2024-07-05,-0.013431,-0.004982,0.000289,0.009125,-0.020673,0.007748,-0.014935,0.023415,-5e-06,-0.004547,0.00859,0.00041,-0.00463,0.005977,-0.001442,0.002531,0.007546,0.008919,-0.000643,-0.006615,-0.008286,0.000284,0.011939,0.006396
2024-07-08,-0.007891,-0.024251,-0.028815,-0.009441,-0.001637,-0.009858,-0.007595,0.010633,0.006424,-0.004386,-0.010568,-0.006807,0.006549,0.000874,0.009478,0.025128,-0.006867,-0.002346,-0.008644,-0.011299,0.011327,-0.018396,-0.001106,0.000299
2024-07-09,0.008743,0.00094,-0.008554,0.007424,-0.010425,0.00285,-0.012853,0.023928,0.005789,0.002053,0.006788,-0.000212,0.000999,0.012477,0.009502,-0.013904,0.003133,0.008294,0.001775,0.001749,-0.004441,0.002377,-0.013176,0.002515
2024-07-10,0.008869,-0.009171,-0.004598,0.009568,-0.005649,-0.000253,-0.012117,0.001311,-0.008927,-0.006982,-0.01442,-0.000312,-0.014323,-0.017099,0.024124,0.007336,0.000343,-0.012379,0.015983,0.00334,-0.01711,-0.007038,0.002844,-0.013297
2024-07-11,-0.007392,-0.00818,-0.016619,-0.001702,0.002821,-0.011154,-0.001828,-0.003103,0.000323,0.014962,0.004034,0.00379,0.006472,0.003243,0.003232,0.012221,-0.019363,-0.006677,0.006935,-0.001433,-0.018124,0.015886,-0.011435,-0.018125
2024-07-12,-0.002093,-8e-06,-0.001182,-0.001453,0.000569,0.004782,-0.003431,0.013358,-0.005991,0.01134,-0.005492,0.019473,-0.014965,-0.003041,0.003405,-0.014463,0.007133,0.020468,-0.013693,-0.00296,0.007816,0.003652,0.006762,0.005825
2024-07-15,0.007821,-0.002278,0.008095,-0.006507,0.010256,-0.003193,0.012487,0.01043,-0.001602,-0.005619,0.007995,0.012487,0.013045,-0.017994,-0.026929,-0.001408,0.00491,-0.001473,0.007223,0.004811,-0.008191,0.004189,-0.003934,-0.00868
2024-07-16,-0.01987,0.013306,0.012543,-0.004191,-0.001351,0.006357,-0.027573,-0.006595,0.003749,0.010024,-0.009729,0.01288,-0.024928,-0.001606,-0.005823,-0.012552,0.00545,0.008889,-0.003198,-0.014793,0.006922,0.005283,0.001978,-0.014991
2024-07-17,-0.019638,-0.00949,0.016029,0.014001,-0.008346,-0.012182,0.006509,-0.009572,0.012079,0.020387,0.007616,-0.001059,5.9e-05,-0.014486,-0.000741,0.008362,-0.000866,0.028923,-0.010937,-0.035657,0.003907,0.005472,-0.003425,0.028428
2024-07-18,-0.014224,0.012331,0.010962,-0.02316,-0.011433,-0.014573,-0.005228,0.008606,-0.000198,-0.006125,-0.004964,0.012314,0.017012,-0.015074,-0.018922,-0.001229,-0.006981,-0.012644,0.002797,0.01993,-0.014538,-0.00597,-0.008218,0.00781
2024-07-19,-0.001459,-0.010036,-0.033722,-0.007197,0.01508,-0.005419,-0.01046,0.001223,-0.000895,0.008183,0.001485,0.000807,-0.007869,-0.009198,0.0111,0.008784,0.003497,0.002177,0.007599,0.004389,0.009367,-0.015646,-0.007504,0.008236
2024-07-22,-0.004153,-0.007084,-0.005578,0.002458,0.009267,0.005268,0.013047,0.002432,0.000558,0.010102,0.009467,-0.005029,0.002284,-0.000844,0.01248,0.011326,-0.011678,0.001995,0.000567,0.018818,-0.013295,-0.008726,-0.00731,-0.016496
2024-07-23,0.009182,0.00302,-0.006913,0.003757,-0.00595,-0.013643,0.017082,-0.009569,-0.013025,0.010393,0.004274,-0.000107,-0.007566,0.011966,-0.014581,-0.007743,0.003305,-0.003864,0.008467,-0.006615,0.015079,-0.005131,-0.003583,-0.013877
2024-07-24,-0.016316,-0.013963,-0.003791,1.4e-05,0.006,0.009842,-0.003334,0.003177,0.001404,-0.007173,-0.004854,-0.005538,8e-05,0.005319,0.004486,-0.01243,-0.004162,-0.012841,0.00883,-0.016841,0.008356,0.002641,0.007898,0.027551
2024-07-25,-0.003346,0.003639,-0.007189,0.01138,-0.010143,-0.007061,-0.009575,-0.006008,-0.005856,-0.01469,0.000699,0.018474,0.011156,-0.002582,0.010008,-0.012327,0.012279,0.00617,0.006523,-0.012895,0.01816,0.021034,-0.004707,0.006512
2024-07-26,0.022274,0.001318,0.007148,0.00737,-0.017238,0.006528,0.004986,-0.002163,0.004446,0.004759,-0.002376,-0.010288,0.005925,0.006199,4.5e-05,0.00363,-0.000155,-0.011456,-0.004661,0.005853,0.005508,0.008664,-0.011016,-0.002434
2024-07-29,-0.010254,-0.009788,-0.000882,0.029076,0.001122,-0.007429,-0.009448,-0.007966,-0.000803,-0.000137,-0.020292,0.004027,-0.005485,-0.024831,-0.005527,0.008019,-0.005595,-0.004347,-0.01146,-0.002399,-0.029507,0.012098,0.009004,0.014859
2024-07-30,0.00368,-0.004581,0.001953,-0.009455,-0.004552,-0.003067,-0.015574,-0.014506,0.006066,0.009001,0.003388,0.009552,-0.002887,-0.001607,0.017311,0.003015,0.016201,-0.018427,0.002242,0.000631,-0.018744,-0.012438,-0.006701,0.007418
2024-07-31,0.012608,-0.01025,-0.013272,-0.007922,0.002646,0.000973,-0.006737,0.002063,-0.005511,-0.009611,0.004155,0.006487,0.003989,-0.011045,0.002757,0.002317,-0.01874,-0.003872,-0.016553,0.012849,-0.00685,-0.00996,-0.010701,-0.002569
2024-08-01,0.008298,0.011816,0.016113,-0.00203,0.016785,-0.000303,0.007481,-0.013051,0.01983,-0.022872,0.000444,0.003125,0.004174,-0.009908,0.011794,-0.00279,-0.015826,0.011857,0.031256,0.015915,-0.005282,0.004969,0.008316,0.013874
2024-08-02,-0.002726,-0.013975,-0.013751,0.000967,-0.007849,-0.00633,0.007585,0.022276,0.001849,0.016732,-0.026977,-0.004681,-0.01327,0.001802,-0.002344,-0.002879,0.009477,-0.013298,-0.004673,-0.021847,0.010226,-0.002668,0.003998,0.006028
2024-08-05,0.001932,-0.002029,0.015856,-0.002089,0.006678,-0.007904,-0.011526,0.003333,0.014185,-0.002463,-0.009602,-0.001046,-0.005634,-0.016297,0.005775,-0.007761,0.016335,0.001114,-0.013841,0.00966,0.008817,-0.014237,0.00747,-0.009025
2024-08-06,0.002997,0.005466,0.00232,-0.013365,-0.00803,0.001282,-0.009451,-0.016915,-0.00289,0.000619,0.00779,-0.038619,0.023039,0.021761,-0.007421,0.005684,0.007154,-0.012057,0.013497,-0.010664,0.016645,-0.000753,0.011196,-0.001112
2024-08-07,0.007188,0.013038,-0.005649,-0.007446,0.005501,0.008657,0.016526,0.007352,-0.00414,0.007831,0.00449,-0.000946,0.000985,0.001455,-0.00761,-0.035796,0.003783,-0.005669,0.013701,0.006339,0.020398,0.002852,0.007784,-0.011694
2024-08-08,0.002082,0.012041,0.01066,0.004313,0.007001,-0.00403,-0.006196,0.001382,-0.009931,-0.003009,-0.013431,-0.002508,-0.009575,-0.004557,0.011656,-0.011118,-0.025784,-0.007298,0.007588,-0.020838,0.007814,-0.005037,-0.008126,-0.021746
2024-08-09,-0.016271,-0.011816,0.001065,-0.025509,0.004108,-0.021376,0.024532,-0.017467,-0.006681,-0.005216,-0.003212,-0.002605,0.012697,-0.019561,0.024784,0.003934,0.011596,0.00926,-0.016897,-0.013185,0.003386,-0.00167,0.007737,0.026284
2024-08-12,0.008603,0.006695,-0.003575,0.016982,-0.001036,-0.000656,0.012719,0.016898,-0.011744,-0.013736,0.014652,-0.01368,-0.008542,0.000537,-0.000517,-0.002732,0.00739,0.024222,-0.015304,0.007524,0.011513,0.030613,0.01986,0.010746
2024-08-13,0.014981,-0.002546,0.010358,-0.008413,-0.006891,-0.00245,0.00084,0.003311,0.005514,-0.004728,-0.008274,0.007895,-0.000751,0.005318,-0.003724,0.028952,-0.002636,0.009002,-0.014522,-0.002046,-0.005562,0.007376,-0.00621,0.001586
2024-08-14,0.006163,-0.00699,0.00671,-0.014529,0.000245,0.007054,0.005335,-0.000589,0.006939,0.011357,-0.034652,0.001026,-0.000635,0.032595,0.007213,-0.006768,0.003798,-0.000755,-0.007483,0.006098,-0.000275,-0.005281,-0.011834,-0.011424
2024-08-15,-0.005791,-0.004518,-0.000181,-0.00049,0.001737,-0.002982,0.002824,-0.003251,-0.003916,-0.003844,0.019193,-0.00291,0.017285,-0.011002,-0.01104,-0.019094,-0.006079,0.00064,0.000866,-0.012063,0.008151,0.016218,-0.004578,0.003637
2024-08-16,0.006376,0.011456,0.015175,0.008853,0.01221,0.004759,-0.009027,0.010186,-0.001539,-0.006795,-0.00527,-0.013596,0.000183,-0.02303,-0.009192,-0.004378,-0.017566,0.002235,0.008548,0.007884,0.003653,-0.007174,0.000379,0.02442
2024-08-19,0.00639,-0.009485,0.00679,0.010987,-0.011407,0.00034,0.004075,0.001331,0.017217,-0.011722,-0.008823,0.00703,-0.008281,-0.006846,0.014892,0.015239,0.006339,0.003712,0.005276,-0.013986,-0.00964,0.003387,-0.011694,0.005437
2024-08-20,0.008607,-0.002294,0.005206,0.016744,-0.001314,-0.023033,-0.00279,0.002958,-0.003824,0.011529,-0.007521,-0.007678,-0.006848,0.004804,0.01191,-0.022547,0.010341,0.007349,-0.001255,0.008917,0.008586,0.011362,0.001318,-0.008414
2024-08-21,0.018598,0.008471,-0.003487,-0.006078,-0.012097,-0.001766,0.006864,-0.002124,0.010827,0.001328,0.018724,-0.000556,-0.0146,-0.032518,-0.006301,-0.005951,0.000543,-0.0136,-0.002344,-0.028011,-0.006403,0.010231,0.005384,-0.007828
2024-08-22,0.004585,-0.006294,0.015802,0.00244,0.005129,-0.004042,0.015246,0.019424,-0.027377,-0.005571,0.007211,-0.000958,0.000527,-0.007119,-0.02055,0.006573,0.005174,-0.019198,0.000115,-0.021251,-2.5e-05,0.009925,-0.003601,-0.005171
2024-08-23,-0.021285,0.002896,0.013359,0.007883,0.003066,-0.01322,0.011421,0.004785,0.000526,0.006829,0.003534,-0.013176,0.00305,-0.002404,0.012679,-0.014006,0.008844,0.007949,-0.006029,-0.002172,-0.015089,-0.003357,-0.00543,-0.009634
2024-08-26,-0.006721,0.014776,0.001442,0.005566,0.003512,0.005313,-0.015984,-0.005541,-0.020933,-0.012659,0.000115,-0.002556,0.003156,-0.005484,0.025548,0.000634,-0.009091,0.00108,0.011842,-0.00669,-0.00589,0.006298,-0.017103,-0.008395
2024-08-27,0.009046,0.010915,0.018374,0.002956,0.026186,-0.000429,0.010618,-0.017236,-0.002786,-0.001433,0.000213,0.00242,0.010803,-0.000924,0.010091,0.008674,-0.018519,-0.002647,0.012647,0.015729,0.000576,-0.010531,-0.00011,0.006015
2024-08-28,0.014897,-0.011985,-0.007766,-0.002537,0.002929,0.008187,0.006533,-0.010448,-0.002916,-0.010719,0.013853,-0.010543,-0.009501,0.003542,0.002864,-0.003586,-0.000164,0.009777,-0.007015,0.003951,-0.007071,0.013228,0.018305,0.013335
2024-08-29,-0.009717,0.004092,0.004765,0.00559,-0.01386,-0.003346,-0.013646,-0.013763,0.01051,-0.00255,-0.003047,0.004764,-0.022071,-0.005031,-0.00852,-0.002078,0.00555,0.006797,0.008792,-0.013298,0.009995,-0.013347,0.009754,0.000152
2024-08-30,-0.005511,-0.002412,0.001838,-0.003612,-0.003003,-0.009755,0.016517,-0.010397,0.001215,0.004829,-0.006489,-0.010833,0.00155,-0.003644,0.0212,-0.007337,-0.002339,-0.021468,-0.010184,0.009162,-0.019833,-0.00628,0.019726,0.01376
2024-09-02,0.010852,-0.01408,0.022265,0.001553,0.004139,-0.002575,-0.004369,0.013406,0.005005,0.012783,-0.007585,0.00834,0.015329,-0.008088,0.001538,-0.009094,-0.025604,-0.000203,-0.018926,-0.013652,-0.006816,0.020938,-0.019235,-0.000519
2024-09-03,0.005898,0.001017,0.007524,0.007748,-0.02306,0.000425,0.001966,-0.022458,-0.002566,-0.006751,-0.004516,0.003455,-0.012488,0.006513,-0.001665,0.015917,-0.001397,-0.014463,-0.002393,0.001102,0.002086,0.003633,-0.002477,0.010074
2024-09-04,-0.005574,0.008453,-0.006645,-0.006233,-0.010892,0.007485,0.008627,0.015338,-0.007232,-0.008709,0.010235,0.007157,0.006526,0.012611,-0.012187,-0.011286,0.007095,0.010334,-0.000331,-0.003519,0.014198,0.001574,-0.008945,-0.007609
2024-09-05,-0.010714,0.005866,0.006273,0.005832,0.010558,0.002616,0.017082,0.009011,-0.010143,0.003439,-0.005454,0.004036,0.003243,-0.010261,0.005516,-0.009385,0.016309,0.006591,0.018824,0.000865,-0.00013,0.012689,0.011618,0.02093
2024-09-06,0.007749,-0.007657,0.008177,0.01258,-0.018939,-0.001962,-0.012533,-0.013738,0.00065,0.016694,0.004554,0.010985,-0.005632,-0.001537,-0.003811,0.001183,0.009438,0.022179,-0.002051,0.001043,-0.00615,0.003363,-0.002539,0.014357
2024-09-09,0.018434,0.029196,0.009432,0.020872,0.006141,0.004038,-0.018338,0.011033,-0.005072,0.005758,-0.008208,0.008691,-0.003806,-0.005158,0.000527,0.004902,-0.014214,-0.00992,0.021842,-0.004844,-0.01336,-0.010229,-0.004746,0.015219
2024-09-10,0.019837,-0.018304,0.002992,-0.012327,-0.007148,0.006893,0.007197,-0.003972,-0.029455,0.016069,-0.001598,-0.005882,0.005468,0.001725,-0.004922,0.00377,-0.013311,0.000343,-0.002656,0.006587,0.00838,0.005137,0.005736,0.000733
2024-09-11,-0.004437,-0.011677,-0.009677,0.010908,-0.011511,0.019609,-0.002147,0.002346,0.014242,-0.00164,0.015493,0.008811,0.011791,-0.014216,-0.008712,-0.005867,-0.008285,-0.007189,0.002716,0.014011,-0.00233,6e-05,-0.001911,-0.026277
2024-09-12,0.01328,0.007573,-0.006775,-0.00923,0.004549,-0.016296,-0.001999,-0.016254,-0.002269,0.00807,0.000513,0.00078,-0.009666,0.004799,-0.014847,0.013145,0.00863,-0.001681,-0.011268,0.002785,0.010461,-0.021567,-0.005174,-0.002871
2024-09-13,0.001039,0.028087,0.016212,-0.00188,0.015944,-0.006817,0.000544,0.003881,-0.012901,-0.020447,-0.002715,-0.009008,0.011778,-0.00458,-0.020284,-0.003731,-0.00781,0.000354,0.005172,-0.002776,0.000456,0.000677,-0.011127,0.003456
2024-09-16,-0.016935,-0.009083,-0.001934,-0.01273,-0.013272,0.018844,0.009304,-0.010705,0.018297,0.004982,-0.009443,0.009725,-0.001785,0.004762,-0.002009,0.021085,0.010369,-0.01094,0.003022,0.017662,0.011539,-0.00565,-0.00017,0.002849
2024-09-17,-0.000449,0.010823,-0.023257,0.004002,-0.006988,-0.002901,-0.011666,-0.006426,0.013575,0.019756,0.018543,0.000705,0.006177,0.012325,0.005636,-0.002123,0.005116,-0.003819,0.024706,-0.003236,0.012427,-0.006387,0.008165,-0.0146
2024-09-18,0.008531,-0.002459,-0.007508,-0.012183,0.003005,-0.00721,-0.011366,-0.003775,0.007173,-0.002364,-0.008217,0.001152,0.000771,0.003827,-0.011618,-0.004531,-0.016808,-0.001637,0.001507,-0.005701,-0.004039,0.018309,-0.011193,0.002416
2024-09-19,0.003851,-0.021806,0.010657,0.002397,-0.015799,-0.015855,-0.012612,-0.014972,0.005626,0.006365,-0.005514,-0.00743,-0.010965,-0.00382,0.007504,0.005745,0.016374,0.003719,-0.016054,0.015423,0.007328,-0.005525,-0.009358,0.007658
2024-09-20,0.017442,-0.002136,-0.006858,-0.002041,0.015293,0.003489,0.003697,0.01626,0.006368,-0.008749,0.013786,-0.000586,-0.007937,0.016837,-0.00715,0.00231,0.001217,0.005793,0.009419,-0.01512,-0.009877,-0.003014,-0.012849,0.006034
2024-09-23,0.014781,-0.012012,0.00464,0.011699,0.020864,-0.001708,0.004954,0.00518,-0.013506,0.010671,-0.012573,-0.020546,-0.00577,-0.006294,0.001567,0.006833,-0.021015,0.011342,-0.000796,-0.003995,-0.003421,-0.010604,-0.001147,0.015474
2024-09-24,-0.009298,-0.009596,-0.011588,0.020828,0.003774,-0.015094,0.015252,-0.002987,-0.023316,0.017651,-0.000861,-0.000344,-0.007774,-0.006839,0.009151,-0.010971,0.018556,0.001653,-0.00425,0.003159,0.002068,0.009964,0.00227,0.015074
2024-09-25,-0.004953,0.009425,0.011974,0.011014,0.01048,-0.007152,-0.00873,-0.007489,-0.014841,0.002618,-0.00018,0.019474,0.010318,-0.005024,-0.008878,-0.024108,0.00526,-0.006742,-0.001888,-0.014003,0.003594,-0.003105,0.014004,0.01641
2024-09-26,0.010938,-0.002236,-0.024046,0.022991,-0.007425,0.024206,-0.017092,0.002687,0.008944,0.012509,-0.005109,0.005876,-0.005489,-0.009979,0.017435,0.00653,-0.002554,0.003539,-0.015788,-0.003265,-0.012151,0.016748,-0.002653,0.027301
2024-09-27,-0.004426,0.001439,0.011704,0.003003,7e-06,-0.007186,-0.013916,-0.00471,-0.013347,0.013084,-0.011545,-0.00422,0.007523,-0.009714,-0.012679,0.006475,-0.016644,-0.036661,0.017613,-0.015483,-0.002164,-0.004863,0.011497,0.013359
2024-09-30,-0.013301,0.006598,-0.000535,-0.010284,0.009919,0.01243,-0.017483,0.001298,-0.003777,-0.00142,-0.010845,0.01602,-0.009839,0.011266,-0.006565,0.00572,-0.006442,0.007208,0.022323,0.004204,0.00859,-0.004075,0.013985,0.003194
2024-10-01,-0.008212,-0.010079,0.006026,0.006605,-0.013333,0.000859,0.00252,0.000588,-0.002469,0.008432,0.015516,0.018456,-0.013734,0.00778,0.002403,0.001342,-0.011939,-0.009373,0.022675,-0.007448,0.028594,-0.027479,-0.004397,0.008358
2024-10-02,0.004,-0.011221,0.008195,0.007428,0.001588,-0.002826,-0.003038,-0.00516,-0.00234,-0.006545,-0.005978,-0.010356,0.005616,-0.008072,0.01193,-0.002914,0.000342,0.022727,0.009617,0.022584,0.01794,-0.011574,-0.006657,-0.005711
